OOdist,OHOangle,E_hartree,E_kcalmol,E_kcalmol_scaled
2.7,120.1,-152.87363064705883,-95928.20323102942,-6.427840784854979
2.7,120.2,-152.8736535882353,-95928.21762661765,-6.442236373088548
2.7,120.3,-152.87367652941177,-95928.23202220588,-6.456631961322117
2.7,120.4,-152.87369947058824,-95928.24641779411,-6.471027549555686
2.7,120.5,-152.8737224117647,-95928.26081338235,-6.485423137789255
2.7,120.6,-152.87374535294117,-95928.27520897059,-6.4998187260228235
2.7,120.7,-152.87376829411764,-95928.28960455881,-6.514214314256392
2.7,120.8,-152.8737912352941,-95928.30400014705,-6.528609902489961
2.7,120.9,-152.87381417647057,-95928.31839573529,-6.54300549072353
2.7,121.0,-152.87383711764704,-95928.33279132353,-6.557401078957099
2.7,121.1,-152.87385983606558,-95928.34704713114,-6.571656886587718
2.7,121.2,-152.8738824590164,-95928.36124303278,-6.585852788220166
2.7,121.3,-152.8739050819672,-95928.37543893441,-6.600048689852613
2.7,121.4,-152.87392770491803,-95928.38963483606,-6.614244591502896
2.7,121.5,-152.87395032786884,-95928.40383073769,-6.628440493135344
2.7,121.6,-152.87397295081968,-95928.41802663935,-6.642636394785626
2.7,121.7,-152.8739955737705,-95928.43222254099,-6.656832296418074
2.7,121.8,-152.87401819672132,-95928.44641844263,-6.671028198068356
2.7,121.9,-152.87404081967213,-95928.46061434427,-6.685224099700804
2.7,122.0,-152.87406344262294,-95928.4748102459,-6.699420001333252
2.7,122.1,-152.87408606557378,-95928.48900614755,-6.713615902983534
2.7,122.2,-152.8741086885246,-95928.50320204918,-6.727811804615982
2.7,122.3,-152.87413233606557,-95928.51804088114,-6.742650636584031
2.7,122.4,-152.87415700819673,-95928.53352264345,-6.758132398887682
2.7,122.5,-152.87418168032787,-95928.54900440574,-6.773614161173498
2.7,122.6,-152.87420635245903,-95928.56448616803,-6.789095923477149
2.7,122.7,-152.87423102459016,-95928.57996793033,-6.804577685762965
2.7,122.8,-152.87425569672132,-95928.59544969263,-6.8200594480666155
2.7,122.9,-152.87428036885248,-95928.61093145494,-6.835541210370266
2.7,123.0,-152.87430504098361,-95928.62641321722,-6.851022972656082
2.7,123.1,-152.87432971311478,-95928.64189497952,-6.866504734959733
2.7,123.2,-152.8743543852459,-95928.6573767418,-6.881986497245549
2.7,123.3,-152.87437905737707,-95928.67285850411,-6.8974682595492
2.7,123.4,-152.8744037295082,-95928.6883402664,-6.912950021835016
2.7,123.5,-152.8744282195122,-95928.7037077439,-6.928317499341574
2.7,123.6,-152.87445228455286,-95928.71880855692,-6.943418312357252
2.7,123.7,-152.8744763495935,-95928.73390936991,-6.958519125355096
2.7,123.8,-152.87450041463416,-95928.74901018293,-6.973619938370774
2.7,123.9,-152.87452447967482,-95928.76411099595,-6.988720751386452
2.7,124.0,-152.87454854471545,-95928.77921180894,-7.003821564384296
2.7,124.1,-152.87457260975611,-95928.79431262196,-7.018922377399974
2.7,124.2,-152.87459667479675,-95928.80941343497,-7.034023190397818
2.7,124.3,-152.8746207398374,-95928.82451424797,-7.049124003413496
2.7,124.4,-152.87464480487805,-95928.83961506098,-7.06422481641134
2.7,124.5,-152.8746688699187,-95928.85471587398,-7.079325629427018
2.7,124.6,-152.87469293495934,-95928.86981668699,-7.0944264424248615
2.7,124.7,-152.874717,-95928.8849175,-7.10952725544054
2.7,124.8,-152.87474124,-95928.9001281,-7.124737855432812
2.7,124.9,-152.87476548,-95928.91533870001,-7.139948455442919
2.7,125.0,-152.87478972,-95928.9305493,-7.155159055435192
2.7,125.1,-152.87481396,-95928.9457599,-7.170369655445299
2.7,125.2,-152.8748382,-95928.9609705,-7.185580255437571
2.7,125.3,-152.87486244000002,-95928.9761811,-7.2007908554476785
2.7,125.4,-152.87488668,-95928.99139170001,-7.216001455439951
2.7,125.5,-152.87491092000002,-95929.00660230001,-7.231212055450058
2.7,125.6,-152.87493516,-95929.0218129,-7.2464226554423306
2.7,125.7,-152.8749594,-95929.0370235,-7.261633255434603
2.7,125.8,-152.87498364,-95929.0522341,-7.27684385544471
2.7,125.9,-152.87500788,-95929.0674447,-7.292054455436983
2.7,126.0,-152.87503234126984,-95929.08279414683,-7.307403902264866
2.7,126.1,-152.87505702380952,-95929.09828244048,-7.322892195910526
2.7,126.2,-152.87508170634922,-95929.11377073414,-7.338380489574021
2.7,126.3,-152.8751063888889,-95929.12925902779,-7.353868783219681
2.7,126.4,-152.87513107142857,-95929.14474732142,-7.369357076865342
2.7,126.5,-152.87515575396824,-95929.16023561507,-7.384845370511002
2.7,126.6,-152.87518043650795,-95929.17572390873,-7.400333664174497
2.7,126.7,-152.87520511904762,-95929.19121220238,-7.415821957820157
2.7,126.8,-152.8752298015873,-95929.20670049603,-7.431310251465817
2.7,126.9,-152.87525448412697,-95929.22218878967,-7.446798545111477
2.7,127.0,-152.87527916666667,-95929.23767708334,-7.462286838774972
2.7,127.1,-152.87530384920635,-95929.25316537698,-7.477775132420632
2.7,127.2,-152.87532853174602,-95929.26865367063,-7.493263426066292
2.7,127.3,-152.87535367716535,-95929.28443242126,-7.509042176695218
2.7,127.4,-152.87537887401575,-95929.30024344489,-7.524853200322283
2.7,127.5,-152.87540407086613,-95929.3160544685,-7.540664223931515
2.7,127.6,-152.87542926771653,-95929.33186549212,-7.556475247558581
2.7,127.7,-152.87545446456693,-95929.34767651575,-7.5722862711856465
2.7,127.8,-152.87547966141733,-95929.36348753938,-7.588097294812712
2.7,127.9,-152.8755048582677,-95929.37929856298,-7.603908318421944
2.7,128.0,-152.8755300551181,-95929.3951095866,-7.6197193420490095
2.7,128.1,-152.8755552519685,-95929.41092061024,-7.635530365676075
2.7,128.2,-152.8755804488189,-95929.42673163387,-7.651341389303141
2.7,128.3,-152.87560564566928,-95929.44254265747,-7.6671524129123725
2.7,128.4,-152.87563084251968,-95929.4583536811,-7.682963436539438
2.7,128.5,-152.87565608527132,-95929.47419350775,-7.69880326318912
2.7,128.6,-152.8756815116279,-95929.49014854651,-7.7147583019471
2.7,128.7,-152.8757069379845,-95929.50610358527,-7.73071334070508
2.7,128.8,-152.87573236434108,-95929.52205862403,-7.74666837946306
2.7,128.9,-152.8757577906977,-95929.5380136628,-7.762623418238874
2.7,129.0,-152.87578321705428,-95929.55396870156,-7.778578456996854
2.7,129.1,-152.87580864341086,-95929.56992374032,-7.794533495754834
2.7,129.2,-152.87583406976745,-95929.58587877908,-7.810488534512814
2.7,129.3,-152.87585949612404,-95929.60183381783,-7.826443573270794
2.7,129.4,-152.87588492248062,-95929.61778885659,-7.842398612028774
2.7,129.5,-152.8759103488372,-95929.63374389535,-7.8583536507867535
2.7,129.6,-152.8759357751938,-95929.64969893411,-7.874308689544733
2.7,129.7,-152.87596120155038,-95929.66565397286,-7.890263728302713
2.7,129.8,-152.87598673076923,-95929.68167355769,-7.906283313128313
2.7,129.9,-152.8760125,-95929.69784375001,-7.92245350543908
2.7,130.0,-152.87603826923078,-95929.71401394231,-7.938623697749847
2.7,130.1,-152.87606403846155,-95929.73018413462,-7.954793890060614
2.7,130.2,-152.87608980769232,-95929.74635432694,-7.970964082371381
2.7,130.3,-152.87611557692307,-95929.76252451923,-7.987134274664314
2.7,130.4,-152.87614134615384,-95929.77869471154,-8.00330446697508
2.7,130.5,-152.87616711538462,-95929.79486490384,-8.019474659285848
2.7,130.6,-152.8761928846154,-95929.81103509617,-8.035644851596615
2.7,130.7,-152.87621865384617,-95929.82720528847,-8.051815043907382
2.7,130.8,-152.87624442307694,-95929.84337548078,-8.06798523621815
2.7,130.9,-152.8762701923077,-95929.85954567307,-8.084155428511082
2.7,131.0,-152.87629596153846,-95929.87571586539,-8.100325620821849
2.7,131.1,-152.87632185496184,-95929.89196398856,-8.116573743995374
2.7,131.2,-152.87634803816795,-95929.90839395039,-8.13300370582489
2.7,131.3,-152.87637422137405,-95929.92482391221,-8.149433667654407
2.7,131.4,-152.87640040458015,-95929.94125387404,-8.165863629483923
2.7,131.5,-152.87642658778626,-95929.95768383588,-8.182293591313439
2.7,131.6,-152.87645277099236,-95929.97411379771,-8.198723553142955
2.7,131.7,-152.87647895419846,-95929.99054375953,-8.21515351497247
2.7,131.8,-152.8765051374046,-95930.00697372138,-8.231583476819821
2.7,131.9,-152.8765313206107,-95930.02340368321,-8.248013438649338
2.7,132.0,-152.8765575038168,-95930.03983364505,-8.264443400478854
2.7,132.1,-152.8765836870229,-95930.05626360686,-8.28087336230837
2.7,132.2,-152.876609870229,-95930.0726935687,-8.297303324137886
2.7,132.3,-152.8766360534351,-95930.08912353053,-8.313733285967402
2.7,132.4,-152.87666233333331,-95930.10561416665,-8.330223922092799
2.7,132.5,-152.876689,-95930.1223475,-8.346957255437388
2.7,132.6,-152.87671566666666,-95930.13908083332,-8.363690588764143
2.7,132.7,-152.87674233333334,-95930.15581416668,-8.380423922108733
2.7,132.8,-152.876769,-95930.1725475,-8.397157255435488
2.7,132.9,-152.87679566666665,-95930.18928083332,-8.413890588762243
2.7,133.0,-152.87682233333334,-95930.20601416667,-8.430623922106832
2.7,133.1,-152.876849,-95930.2227475,-8.447357255433587
2.7,133.2,-152.87687566666665,-95930.23948083332,-8.464090588760342
2.7,133.3,-152.87690233333333,-95930.25621416667,-8.480823922104932
2.7,133.4,-152.876929,-95930.2729475,-8.497557255431687
2.7,133.5,-152.87695566666665,-95930.28968083332,-8.514290588758442
2.7,133.6,-152.87698233333333,-95930.30641416667,-8.531023922103032
2.7,133.7,-152.877009,-95930.32314749999,-8.547757255429786
2.7,133.8,-152.8770361641791,-95930.34019302238,-8.56480277781607
2.7,133.9,-152.8770633283582,-95930.35723854476,-8.581848300202353
2.7,134.0,-152.8770904925373,-95930.37428406715,-8.598893822588636
2.7,134.1,-152.87711765671642,-95930.39132958956,-8.615939344992753
2.7,134.2,-152.87714482089552,-95930.40837511195,-8.632984867379037
2.7,134.3,-152.87717198507463,-95930.42542063433,-8.65003038976532
2.7,134.4,-152.87719914925373,-95930.44246615672,-8.667075912151603
2.7,134.5,-152.87722631343283,-95930.4595116791,-8.684121434537886
2.7,134.6,-152.87725347761193,-95930.47655720149,-8.701166956924169
2.7,134.7,-152.87728064179103,-95930.49360272387,-8.718212479310452
2.7,134.8,-152.87730780597016,-95930.51064824627,-8.73525800171457
2.7,134.9,-152.87733497014926,-95930.52769376866,-8.752303524100853
2.7,135.0,-152.87736213432837,-95930.54473929104,-8.769349046487136
2.7,135.1,-152.87738864444444,-95930.56137438888,-8.785984144322398
2.7,135.2,-152.87741471851854,-95930.57773587038,-8.802345625820038
2.7,135.3,-152.8774407925926,-95930.59409735186,-8.818707107299844
2.7,135.4,-152.87746686666668,-95930.61045883334,-8.835068588779649
2.7,135.5,-152.87749294074075,-95930.62682031482,-8.851430070259454
2.7,135.6,-152.87751901481482,-95930.6431817963,-8.86779155173926
2.7,135.7,-152.8775450888889,-95930.65954327778,-8.884153033219064
2.7,135.8,-152.87757116296297,-95930.67590475926,-8.90051451469887
2.7,135.9,-152.87759723703704,-95930.69226624075,-8.916875996178675
2.7,136.0,-152.8776233111111,-95930.70862772223,-8.93323747765848
2.7,136.1,-152.87764938518518,-95930.7249892037,-8.949598959138285
2.7,136.2,-152.87767545925925,-95930.74135068517,-8.96596044061809
2.7,136.3,-152.87770153333332,-95930.75771216665,-8.982321922097896
2.7,136.4,-152.8777276985294,-95930.77413082721,-8.998740582644231
2.7,136.5,-152.87775468382353,-95930.79106409926,-9.015673854700168
2.7,136.6,-152.87778166911764,-95930.80799737132,-9.032607126756105
2.7,136.7,-152.87780865441175,-95930.82493064337,-9.049540398812042
2.7,136.8,-152.8778356397059,-95930.84186391544,-9.066473670885813
2.7,136.9,-152.877862625,-95930.85879718751,-9.08340694294175
2.7,137.0,-152.87788961029412,-95930.87573045956,-9.100340214997686
2.7,137.1,-152.87791659558823,-95930.89266373162,-9.117273487053623
2.7,137.2,-152.87794358088235,-95930.90959700367,-9.13420675910956
2.7,137.3,-152.8779705661765,-95930.92653027574,-9.151140031183331
2.7,137.4,-152.8779975514706,-95930.9434635478,-9.168073303239268
2.7,137.5,-152.8780245367647,-95930.96039681986,-9.185006575295205
2.7,137.6,-152.87805152205883,-95930.97733009192,-9.201939847351142
2.7,137.7,-152.87807850735294,-95930.99426336397,-9.218873119407078
2.7,137.8,-152.87810550364964,-95931.01120354014,-9.235813295584308
2.7,137.9,-152.87813251094892,-95931.02815062045,-9.25276037588283
2.7,138.0,-152.8781595182482,-95931.04509770074,-9.26970745618135
2.7,138.1,-152.87818652554745,-95931.06204478102,-9.286654536462038
2.7,138.2,-152.87821353284673,-95931.07899186132,-9.30360161676056
2.7,138.3,-152.878240540146,-95931.09593894162,-9.320548697059081
2.7,138.4,-152.87826754744526,-95931.1128860219,-9.337495777339768
2.7,138.5,-152.87829455474454,-95931.1298331022,-9.35444285763829
2.7,138.6,-152.8783215620438,-95931.14678018248,-9.371389937918977
2.7,138.7,-152.87834856934307,-95931.16372726278,-9.388337018217499
2.7,138.8,-152.87837557664236,-95931.18067434308,-9.40528409851602
2.7,138.9,-152.8784025839416,-95931.19762142336,-9.422231178796707
2.7,139.0,-152.8784295912409,-95931.21456850365,-9.439178259095229
2.7,139.1,-152.87845659854017,-95931.23151558396,-9.45612533939375
2.7,139.2,-152.87848352517986,-95931.24841205037,-9.47302180580003
2.7,139.3,-152.8785104316547,-95931.26529586331,-9.489905618755543
2.7,139.4,-152.87853733812952,-95931.28217967627,-9.506789431711056
2.7,139.5,-152.87856424460432,-95931.2990634892,-9.523673244648734
2.7,139.6,-152.87859115107915,-95931.31594730217,-9.540557057604246
2.7,139.7,-152.87861805755398,-95931.33283111513,-9.557440870559759
2.7,139.8,-152.87864496402878,-95931.34971492806,-9.574324683497437
2.7,139.9,-152.8786718705036,-95931.36659874102,-9.59120849645295
2.7,140.0,-152.87869877697844,-95931.38348255397,-9.608092309408462
2.7,140.1,-152.87872568345324,-95931.40036636691,-9.62497612234614
2.7,140.2,-152.87875258992807,-95931.41725017986,-9.641859935301653
2.7,140.3,-152.8787794964029,-95931.43413399282,-9.658743748257166
2.7,140.4,-152.8788064028777,-95931.45101780575,-9.675627561194844
2.7,140.5,-152.87883330935253,-95931.46790161871,-9.692511374150357
2.7,140.6,-152.87886010714286,-95931.48471723215,-9.709326987580127
2.7,140.7,-152.87888689285714,-95931.50152526786,-9.726135023292741
2.7,140.8,-152.87891367857142,-95931.51833330357,-9.742943059005356
2.7,140.9,-152.8789404642857,-95931.53514133928,-9.75975109471797
2.7,141.0,-152.87896725000002,-95931.551949375,-9.776559130448419
2.7,141.1,-152.8789940357143,-95931.56875741073,-9.793367166161033
2.7,141.2,-152.87902082142858,-95931.58556544644,-9.810175201873648
2.7,141.3,-152.87904760714287,-95931.60237348215,-9.826983237586262
2.7,141.4,-152.87907439285715,-95931.61918151786,-9.843791273298876
2.7,141.5,-152.87910117857143,-95931.63598955357,-9.86059930901149
2.7,141.6,-152.87912796428571,-95931.65279758928,-9.877407344724105
2.7,141.7,-152.87915475,-95931.669605625,-9.89421538043672
2.7,141.8,-152.87918153571428,-95931.68641366072,-9.911023416149334
2.7,141.9,-152.87920832142856,-95931.70322169643,-9.927831451861948
2.7,142.0,-152.87923327659576,-95931.71888106383,-9.94349081927453
2.7,142.1,-152.87925802836878,-95931.73441280141,-9.959022556848254
2.7,142.2,-152.87928278014184,-95931.749944539,-9.974554294439812
2.7,142.3,-152.8793075319149,-95931.76547627659,-9.990086032031371
2.7,142.4,-152.87933228368794,-95931.78100801418,-10.00561776962293
2.7,142.5,-152.879357035461,-95931.79653975178,-10.021149507214488
2.7,142.6,-152.87938178723405,-95931.81207148937,-10.036681244806047
2.7,142.7,-152.87940653900708,-95931.82760322694,-10.052212982379771
2.7,142.8,-152.87943129078013,-95931.84313496454,-10.06774471997133
2.7,142.9,-152.8794560425532,-95931.85866670213,-10.083276457562889
2.7,143.0,-152.87948079432624,-95931.87419843972,-10.098808195154447
2.7,143.1,-152.8795055460993,-95931.88973017731,-10.114339932746006
2.7,143.2,-152.87953029787235,-95931.9052619149,-10.129871670337565
2.7,143.3,-152.87955504964538,-95931.92079365248,-10.145403407911289
2.7,143.4,-152.87958129577464,-95931.93726309859,-10.161872854025944
2.7,143.5,-152.87960791549295,-95931.95396697184,-10.178576727266915
2.7,143.6,-152.87963453521127,-95931.97067084507,-10.195280600507886
2.7,143.7,-152.87966115492958,-95931.98737471832,-10.211984473748856
2.7,143.8,-152.8796877746479,-95932.00407859155,-10.228688346989827
2.7,143.9,-152.8797143943662,-95932.0207824648,-10.245392220230798
2.7,144.0,-152.87974101408452,-95932.03748633803,-10.262096093471769
2.7,144.1,-152.87976763380283,-95932.05419021127,-10.27879996671274
2.7,144.2,-152.87979425352114,-95932.07089408452,-10.29550383995371
2.7,144.3,-152.87982087323945,-95932.08759795775,-10.312207713194681
2.7,144.4,-152.87984749295777,-95932.104301831,-10.328911586435652
2.7,144.5,-152.87987411267608,-95932.12100570423,-10.345615459676623
2.7,144.6,-152.87990073239436,-95932.13770957747,-10.362319332899759
2.7,144.7,-152.87992735211267,-95932.1544134507,-10.37902320614073
2.7,144.8,-152.87995370833335,-95932.17095197918,-10.395561734612784
2.7,144.9,-152.8799798888889,-95932.18738027778,-10.411990033221059
2.7,145.0,-152.88000606944445,-95932.20380857639,-10.428418331829334
2.7,145.1,-152.88003225,-95932.220236875,-10.44484663043761
2.7,145.2,-152.88005843055555,-95932.23666517361,-10.461274929045885
2.7,145.3,-152.88008461111113,-95932.25309347223,-10.477703227671995
2.7,145.4,-152.88011079166668,-95932.26952177084,-10.49413152628027
2.7,145.5,-152.88013697222223,-95932.28595006945,-10.510559824888546
2.7,145.6,-152.88016315277778,-95932.30237836805,-10.526988123496821
2.7,145.7,-152.88018933333333,-95932.31880666666,-10.543416422105096
2.7,145.8,-152.88021551388888,-95932.33523496527,-10.559844720713372
2.7,145.9,-152.88024169444444,-95932.35166326388,-10.576273019321647
2.7,146.0,-152.880267875,-95932.36809156249,-10.592701317929922
2.7,146.1,-152.88029405555554,-95932.3845198611,-10.609129616538198
2.7,146.2,-152.8803202,-95932.4009255,-10.625535255437981
2.7,146.3,-152.8803462,-95932.4172405,-10.641850255432459
2.7,146.4,-152.8803722,-95932.4335555,-10.658165255444771
2.7,146.5,-152.8803982,-95932.4498705,-10.67448025543925
2.7,146.6,-152.8804242,-95932.4661855,-10.690795255433727
2.7,146.7,-152.8804502,-95932.4825005,-10.70711025544604
2.7,146.8,-152.8804762,-95932.4988155,-10.723425255440517
2.7,146.9,-152.8805022,-95932.5151305,-10.739740255434995
2.7,147.0,-152.88052820000001,-95932.5314455,-10.756055255447308
2.7,147.1,-152.8805542,-95932.5477605,-10.772370255441786
2.7,147.2,-152.8805802,-95932.56407549999,-10.788685255436263
2.7,147.3,-152.88060620000002,-95932.5803905,-10.805000255448576
2.7,147.4,-152.8806322,-95932.59670550001,-10.821315255443054
2.7,147.5,-152.8806582,-95932.6130205,-10.837630255437531
2.7,147.6,-152.88068420000002,-95932.62933550001,-10.853945255449844
2.7,147.7,-152.8807103448276,-95932.64574137933,-10.870351134760341
2.7,147.8,-152.88073655172414,-95932.6621862069,-10.886795962336393
2.7,147.9,-152.8807627586207,-95932.67863103449,-10.90324078993028
2.7,148.0,-152.88078896551724,-95932.69507586207,-10.919685617506332
2.7,148.1,-152.8808151724138,-95932.71152068966,-10.936130445100218
2.7,148.2,-152.88084137931034,-95932.72796551723,-10.95257527267627
2.7,148.3,-152.8808675862069,-95932.74441034484,-10.969020100270157
2.7,148.4,-152.88089379310344,-95932.76085517241,-10.985464927846209
2.7,148.5,-152.88092,-95932.7773,-11.001909755440096
2.7,148.6,-152.88094620689654,-95932.79374482758,-11.018354583016148
2.7,148.7,-152.8809724137931,-95932.81018965517,-11.034799410610034
2.7,148.8,-152.88099862068964,-95932.82663448274,-11.051244238186086
2.7,148.9,-152.8810248275862,-95932.84307931035,-11.067689065779973
2.7,149.0,-152.88105103448274,-95932.85952413792,-11.084133893356025
2.7,149.1,-152.8810770612245,-95932.87585591836,-11.100465673804294
2.7,149.2,-152.88110236734693,-95932.8917355102,-11.116345265634422
2.7,149.3,-152.88112767346936,-95932.90761510203,-11.13222485746455
2.7,149.4,-152.88115297959183,-95932.92349469388,-11.148104449312513
2.7,149.5,-152.88117828571427,-95932.9393742857,-11.16398404114264
2.7,149.6,-152.88120359183674,-95932.95525387755,-11.179863632990603
2.7,149.7,-152.88122889795918,-95932.97113346939,-11.195743224820731
2.7,149.8,-152.8812542040816,-95932.98701306121,-11.21162281665086
2.7,149.9,-152.88127951020408,-95933.00289265306,-11.227502408498822
2.7,150.0,-152.88130481632652,-95933.01877224489,-11.24338200032895
2.7,150.1,-152.88133012244896,-95933.03465183672,-11.259261592159078
2.7,150.2,-152.88135542857142,-95933.05053142857,-11.27514118400704
2.7,150.3,-152.88138073469386,-95933.0664110204,-11.291020775837168
2.7,150.4,-152.8814060408163,-95933.08229061223,-11.306900367667296
2.7,150.5,-152.88143134693877,-95933.09817020407,-11.322779959515259
2.7,150.6,-152.88145636486485,-95933.11386895269,-11.33847870812886
2.7,150.7,-152.8814810945946,-95933.12938685811,-11.35399661354377
2.7,150.8,-152.8815058243243,-95933.1449047635,-11.369514518940846
2.7,150.9,-152.88153055405405,-95933.16042266892,-11.385032424355757
2.7,151.0,-152.88155528378377,-95933.17594057432,-11.400550329752832
2.7,151.1,-152.8815800135135,-95933.19145847973,-11.416068235167742
2.7,151.2,-152.88160474324323,-95933.20697638513,-11.431586140564818
2.7,151.3,-152.88162947297297,-95933.22249429055,-11.447104045979728
2.7,151.4,-152.8816542027027,-95933.23801219594,-11.462621951376804
2.7,151.5,-152.88167893243244,-95933.25353010136,-11.478139856791714
2.7,151.6,-152.88170366216215,-95933.26904800675,-11.49365776218879
2.7,151.7,-152.8817283918919,-95933.28456591217,-11.5091756676037
2.7,151.8,-152.8817531216216,-95933.30008381756,-11.524693573000775
2.7,151.9,-152.88177785135136,-95933.31560172298,-11.540211478415685
2.7,152.0,-152.88180258108108,-95933.33111962838,-11.55572938381276
2.7,152.1,-152.88182691275168,-95933.34638775168,-11.57099750711545
2.7,152.2,-152.88185107382552,-95933.36154882552,-11.586158580949117
2.7,152.3,-152.88187523489933,-95933.37670989933,-11.60131965476495
2.7,152.4,-152.88189939597316,-95933.39187097317,-11.616480728598617
2.7,152.5,-152.88192355704697,-95933.40703204698,-11.63164180241445
2.7,152.6,-152.8819477181208,-95933.42219312082,-11.646802876248117
2.7,152.7,-152.88197187919462,-95933.43735419463,-11.66196395006395
2.7,152.8,-152.88199604026846,-95933.45251526847,-11.677125023897617
2.7,152.9,-152.88202020134227,-95933.46767634228,-11.692286097713449
2.7,153.0,-152.8820443624161,-95933.48283741612,-11.707447171547116
2.7,153.1,-152.88206852348995,-95933.49799848994,-11.722608245380783
2.7,153.2,-152.88209268456376,-95933.51315956376,-11.737769319196616
2.7,153.3,-152.8821168456376,-95933.52832063759,-11.752930393030283
2.7,153.4,-152.8821410067114,-95933.54348171141,-11.768091466846116
2.7,153.5,-152.88216516778525,-95933.55864278524,-11.783252540679783
2.7,153.6,-152.88218872,-95933.57342179999,-11.798031555430413
2.7,153.7,-152.88221212,-95933.58810529999,-11.812715055432577
2.7,153.8,-152.88223552,-95933.6027888,-11.82739855543474
2.7,153.9,-152.88225892,-95933.6174723,-11.842082055436904
2.7,154.0,-152.88228232,-95933.6321558,-11.856765555439068
2.7,154.1,-152.88230572,-95933.6468393,-11.871449055441232
2.7,154.2,-152.88232912,-95933.6615228,-11.886132555443396
2.7,154.3,-152.88235252,-95933.6762063,-11.90081605544556
2.7,154.4,-152.88237592,-95933.6908898,-11.91549955542989
2.7,154.5,-152.88239932,-95933.70557329999,-11.930183055432053
2.7,154.6,-152.88242272,-95933.72025679999,-11.944866555434217
2.7,154.7,-152.88244612,-95933.7349403,-11.959550055436381
2.7,154.8,-152.88246952,-95933.7496238,-11.974233555438545
2.7,154.9,-152.88249292,-95933.7643073,-11.988917055440709
2.7,155.0,-152.88251632,-95933.7789908,-12.003600555442873
2.7,155.1,-152.88253906622515,-95933.79326405628,-12.017873811719255
2.7,155.2,-152.88256164900662,-95933.80743475165,-12.032044507090944
2.7,155.3,-152.8825842317881,-95933.82160544702,-12.046215202462633
2.7,155.4,-152.88260681456953,-95933.83577614238,-12.060385897816488
2.7,155.5,-152.882629397351,-95933.84994683776,-12.074556593188177
2.7,155.6,-152.88265198013244,-95933.8641175331,-12.088727288542032
2.7,155.7,-152.8826745629139,-95933.87828822847,-12.10289798391372
2.7,155.8,-152.88269714569535,-95933.89245892383,-12.117068679267575
2.7,155.9,-152.88271972847681,-95933.9066296192,-12.131239374639264
2.7,156.0,-152.88274231125828,-95933.92080031458,-12.145410070010954
2.7,156.1,-152.88276489403972,-95933.93497100992,-12.159580765364808
2.7,156.2,-152.8827874768212,-95933.94914170529,-12.173751460736497
2.7,156.3,-152.88281005960263,-95933.96331240065,-12.187922156090352
2.7,156.4,-152.8828326423841,-95933.97748309602,-12.20209285146204
2.7,156.5,-152.88285522516554,-95933.99165379138,-12.216263546815895
2.7,156.6,-152.88287724342104,-95934.0054702467,-12.230080002137527
2.7,156.7,-152.88289901973684,-95934.01913488486,-12.243744640305039
2.7,156.8,-152.88292079605262,-95934.03279952302,-12.257409278454716
2.7,156.9,-152.88294257236842,-95934.04646416119,-12.271073916622228
2.7,157.0,-152.8829643486842,-95934.06012879933,-12.284738554771906
2.7,157.1,-152.882986125,-95934.0737934375,-12.298403192939418
2.7,157.2,-152.88300790131578,-95934.08745807565,-12.312067831089095
2.7,157.3,-152.88302967763158,-95934.10112271382,-12.325732469256607
2.7,157.4,-152.88305145394736,-95934.11478735197,-12.339397107406285
2.7,157.5,-152.88307323026316,-95934.12845199014,-12.353061745573797
2.7,157.6,-152.88309500657894,-95934.14211662828,-12.366726383723474
2.7,157.7,-152.88311678289475,-95934.15578126645,-12.380391021890986
2.7,157.8,-152.88313855921052,-95934.1694459046,-12.394055660040664
2.7,157.9,-152.88316033552633,-95934.18311054277,-12.407720298208176
2.7,158.0,-152.8831821118421,-95934.19677518091,-12.421384936357853
2.7,158.1,-152.8832033267974,-95934.21008756537,-12.434697320806407
2.7,158.2,-152.88322398039216,-95934.22304769608,-12.447657451518168
2.7,158.3,-152.88324463398692,-95934.2360078268,-12.46061758222993
2.7,158.4,-152.8832652875817,-95934.24896795752,-12.473577712959525
2.7,158.5,-152.88328594117647,-95934.26192808824,-12.486537843671286
2.7,158.6,-152.88330659477126,-95934.27488821896,-12.499497974400882
2.7,158.7,-152.88332724836602,-95934.28784834968,-12.512458105112643
2.7,158.8,-152.88334790196078,-95934.30080848039,-12.525418235824404
2.7,158.9,-152.88336855555556,-95934.31376861111,-12.538378366554
2.7,159.0,-152.88338920915032,-95934.32672874183,-12.55133849726576
2.7,159.1,-152.8834098627451,-95934.33968887255,-12.564298627995356
2.7,159.2,-152.88343051633987,-95934.35264900327,-12.577258758707117
2.7,159.3,-152.88345116993463,-95934.36560913398,-12.590218889418878
2.7,159.4,-152.88347182352942,-95934.3785692647,-12.603179020148474
2.7,159.5,-152.88349247712418,-95934.39152939542,-12.616139150860235
2.7,159.6,-152.88351292207793,-95934.4043586039,-12.628968359336952
2.7,159.7,-152.88353253246754,-95934.41666412338,-12.641273878819987
2.7,159.8,-152.88355214285716,-95934.42896964286,-12.653579398303023
2.7,159.9,-152.88357175324677,-95934.44127516235,-12.665884917786059
2.7,160.0,-152.88359136363636,-95934.45358068182,-12.67819043725126
2.7,160.1,-152.88361097402597,-95934.4658862013,-12.690495956734296
2.7,160.2,-152.88363058441558,-95934.47819172077,-12.702801476217331
2.7,160.3,-152.8836501948052,-95934.49049724026,-12.715106995700367
